userId,movieId,rating,timestamp,movieTitle
1,804,1,964980499,She's the One
1,2628,1,964980523,Star Wars: Episode I - The Phantom Menace
1,3578,1,964980668,Gladiator
1,3617,1,964980683,Road Trip
1,3744,1,964980694,Shaft
1,101,1,964980868,Bottle Rocket
1,2858,1,964980868,American Beauty
1,441,1,964980868,Dazed and Confused
1,2997,1,964980896,Being John Malkovich
1,235,1,964980908,Ed Wood
1,1060,1,964980924,Swingers
1,356,1,964980962,Forrest Gump
1,1500,1,964980985,Grosse Pointe Blank
1,223,1,964980985,Clerks
1,3243,1,964981093,Encino Man
1,2395,1,964981093,Rushmore
1,1517,1,964981107,Austin Powers: International Man of Mystery
1,3253,1,964981107,Wayne's World
1,1580,1,964981125,Men in Black
1,3450,1,964981144,Grumpy Old Men
1,1042,1,964981179,That Thing You Do!
1,333,1,964981179,Tommy Boy
1,543,1,964981179,So I Married an Axe Murderer
1,216,1,964981208,Billy Madison
1,3052,1,964981208,Dogma
1,500,1,964981208,Mrs. Doubtfire
1,3809,1,964981220,What About Bob?
1,3,1,964981247,Grumpier Old Men
1,2502,1,964981278,Office Space
1,1136,1,964981327,Monty Python and the Holy Grail
1,1927,1,964981497,All Quiet on the Western Front
1,3671,1,964981589,Blazing Saddles
1,1097,1,964981680,E.T. the Extra-Terrestrial
1,2872,1,964981680,Excalibur
1,2174,1,964981680,Beetlejuice
1,1073,1,964981680,Willy Wonka & the Chocolate Factory
1,2797,1,964981710,Big
1,1967,1,964981710,Labyrinth
1,2193,1,964981710,Willow
1,2093,1,964981710,Return to Oz
1,3479,1,964981725,Ladyhawke
1,2105,1,964981725,Tron
1,2143,1,964981725,Legend
1,2054,1,964981747,"Honey, I Shrunk the Kids"
1,673,1,964981775,Space Jam
1,3489,1,964981775,Hook
1,2253,0,964981775,Toys
1,1009,1,964981775,Escape to Witch Mountain
1,1920,1,964981780,Small Soldiers
1,3439,1,964981799,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1,3440,1,964981799,Teenage Mutant Ninja Turtles III
1,1198,1,964981827,Raiders of the Lost Ark
1,1214,1,964981855,Alien
1,3793,1,964981855,X-Men
1,2949,1,964981888,Dr. No
1,2028,1,964981888,Saving Private Ryan
1,1222,1,964981909,Full Metal Jacket
1,1291,1,964981909,Indiana Jones and the Last Crusade
1,2947,1,964982176,Goldfinger
1,1954,1,964982176,Rocky
1,110,1,964982176,Braveheart
1,2000,1,964982211,Lethal Weapon
1,6,1,964982224,Heat
1,2993,1,964982242,Thunderball
1,2529,1,964982242,Planet of the Apes
1,592,1,964982271,Batman
1,2991,1,964982271,Live and Let Die
1,3527,1,964982271,Predator
1,1573,1,964982290,Face/Off
1,2916,1,964982290,Total Recall
1,1275,1,964982290,Highlander
1,2273,1,964982310,Rush Hour
1,316,1,964982310,Stargate
1,2406,1,964982310,Romancing the Stone
1,2528,1,964982328,Logan's Run
1,3441,1,964982328,Red Dawn
1,480,1,964982346,Jurassic Park
1,1587,1,964982346,Conan the Barbarian
1,423,1,964982363,Blown Away
1,3729,1,964982363,Shaft
1,2640,1,964982377,Superman
1,70,1,964982400,From Dusk Till Dawn
1,3740,1,964982417,Big Trouble in Little China
1,2366,1,964982462,King Kong
1,3168,1,964982495,Easy Rider
1,2414,1,964982513,Young Sherlock Holmes
1,2115,1,964982529,Indiana Jones and the Temple of Doom
1,590,1,964982546,Dances with Wolves
1,648,1,964982563,Mission: Impossible
1,2046,1,964982563,Flight of the Navigator
1,349,1,964982563,Clear and Present Danger
1,2470,1,964982588,Crocodile Dundee
1,1552,1,964982620,Con Air
1,2641,1,964982620,Superman II
1,2450,1,964982620,Howard the Duck
1,1676,1,964982620,Starship Troopers
1,1377,1,964982653,Batman Returns
1,1031,1,964982653,Bedknobs and Broomsticks
1,736,1,964982653,Twister
1,1,1,964982703,Toy Story
1,2899,1,964982703,Gulliver's Travels
1,1032,1,964982791,Alice in Wonderland
1,3034,1,964982791,Robin Hood
1,2137,1,964982791,Charlotte's Web
1,661,1,964982838,James and the Giant Peach
1,2096,1,964982838,Sleeping Beauty
1,596,1,964982838,Pinocchio
1,1030,1,964982903,Pete's Dragon
1,608,1,964982931,Fargo
1,1617,1,964982951,L.A. Confidential
1,1213,1,964982951,Goodfellas
1,1089,1,964982951,Reservoir Dogs
1,296,1,964982967,Pulp Fiction
1,2580,1,964983000,Go
1,1396,1,964983017,Sneakers
1,2985,1,964983034,RoboCop
1,1805,1,964983056,Wild Things
1,1620,1,964983056,Kiss the Girls
1,2616,1,964983080,Dick Tracy
1,2389,0,964983094,Psycho
1,3247,1,964983108,Sister Act
1,2387,1,964983123,Very Bad Things
4,902,1,945078446,Breakfast at Tiffany's
4,1304,1,945078467,Butch Cassidy and the Sundance Kid
4,2959,0,945078528,Fight Club
4,2712,0,945078542,Eyes Wide Shut
4,162,1,945078571,Crumb
4,538,1,945078636,Six Degrees of Separation
4,368,1,945078690,Maverick
4,2921,1,945078708,High Plains Drifter
4,2583,1,945078863,Cookie's Fortune
4,2973,0,945078946,Crimes and Misdemeanors
4,1199,0,945078967,Brazil
4,1967,1,945078967,Labyrinth
4,2076,1,945079052,Blue Velvet
4,215,1,945079078,Before Sunrise
4,800,1,945079106,Lone Star
4,2390,1,945079164,Little Voice
4,319,1,945079182,Shallow Grave
4,190,0,945079259,Safe
4,1084,1,945079259,Bonnie and Clyde
4,553,0,945079301,Tombstone
4,1073,1,945079483,Willy Wonka & the Chocolate Factory
4,1288,1,945079653,This Is Spinal Tap
4,1947,1,945079653,West Side Story
4,588,1,945079670,Aladdin
4,914,1,945079670,My Fair Lady
4,1213,1,945079729,Goodfellas
4,1449,1,945079767,Waiting for Guffman
4,1517,1,945079790,Austin Powers: International Man of Mystery
4,2683,1,945079790,Austin Powers: The Spy Who Shagged Me
4,1617,0,945079837,L.A. Confidential
4,904,1,945079837,Rear Window
4,492,1,945079872,Manhattan Murder Mystery
4,648,1,945079906,Mission: Impossible
4,1597,0,945079906,Conspiracy Theory
4,3044,1,945079920,Dead Again
4,296,0,945173350,Pulp Fiction
4,32,0,945173447,Twelve Monkeys
4,1466,1,945173492,Donnie Brasco
4,235,0,945173513,Ed Wood
4,2770,0,945173553,Bowfinger
4,1046,1,945173654,Beautiful Thing
4,1077,1,945173692,Sleeper
4,1391,0,945173766,Mars Attacks!
4,1203,1,945174025,12 Angry Men
4,475,1,945174290,In the Name of the Father
4,1704,0,945629015,Good Will Hunting
4,222,0,945629040,Circle of Friends
4,1895,1,945629179,Can't Hardly Wait
4,2282,0,945629238,Pecker
4,3481,0,964538243,High Fidelity
4,342,1,964538500,Muriel's Wedding
4,1188,1,964538500,Strictly Ballroom
4,930,1,964538571,Notorious
4,1259,1,964538728,Stand by Me
4,1198,1,964538728,Raiders of the Lost Ark
4,1291,1,964538763,Indiana Jones and the Last Crusade
4,539,0,964538832,Sleepless in Seattle
4,3175,0,964538930,Galaxy Quest
4,2336,0,964538964,Elizabeth
4,3788,1,964539085,Blow-Up
4,3160,1,964539121,Magnolia
4,2858,1,964539140,American Beauty
4,1225,1,964539326,Amadeus
4,3386,1,964539395,JFK
4,2791,1,964539628,Airplane!
4,2174,1,964539855,Beetlejuice
4,1219,1,964539961,Psycho
4,608,1,964540008,Fargo
4,1907,1,964540505,Mulan
4,1057,1,964540578,Everyone Says I Love You
4,176,1,964622565,Living in Oblivion
4,1883,1,964622642,Bulworth
4,1966,0,964622684,Metropolitan
4,1265,1,964622684,Groundhog Day
4,2599,1,964622684,Election
4,892,1,964622714,Twelfth Night
4,3358,1,964622758,Defending Your Life
4,52,1,964622786,Mighty Aphrodite
4,348,1,964622786,Bullets Over Broadway
4,1500,1,964622830,Grosse Pointe Blank
4,357,1,964623306,Four Weddings and a Funeral
4,2395,1,964623306,Rushmore
4,3079,1,964778197,Mansfield Park
4,595,1,986848609,Beauty and the Beast
4,2997,1,986848610,Being John Malkovich
4,4239,1,986848685,Blow
4,4034,1,986848753,Traffic
4,450,0,986848828,With Honors
4,2628,0,986848894,Star Wars: Episode I - The Phantom Menace
4,247,1,986848894,Heavenly Creatures
4,3489,0,986848908,Hook
4,1266,1,986849037,Unforgiven
4,4033,1,986849149,Thirteen Days
4,3911,1,986849149,Best in Show
4,3967,1,986849164,Billy Elliot
4,4021,1,986849180,Before Night Falls
4,4027,1,986849201,"O Brother, Where Art Thou?"
4,4029,1,986849226,State and Main
6,592,1,845553109,Batman
6,590,1,845553109,Dances with Wolves
6,296,0,845553110,Pulp Fiction
6,150,1,845553110,Apollo 13
6,380,1,845553110,True Lies
6,588,1,845553146,Aladdin
6,153,1,845553146,Batman Forever
6,165,1,845553146,Die Hard: With a Vengeance
6,349,1,845553146,Clear and Present Danger
6,344,1,845553146,Ace Ventura: Pet Detective
6,595,1,845553174,Beauty and the Beast
6,316,1,845553174,Stargate
6,329,1,845553200,Star Trek: Generations
6,480,1,845553200,Jurassic Park
6,356,1,845553200,Forrest Gump
6,434,1,845553200,Cliffhanger
6,292,1,845553253,Outbreak
6,10,1,845553253,GoldenEye
6,208,1,845553253,Waterworld
6,161,1,845553253,Crimson Tide
6,339,1,845553253,While You Were Sleeping
6,288,0,845553283,Natural Born Killers
6,110,1,845553283,Braveheart
6,589,1,845553317,Terminator 2: Judgment Day
6,377,1,845553317,Speed
6,597,1,845553354,Pretty Woman
6,500,1,845553354,Mrs. Doubtfire
6,34,1,845553354,Babe
6,410,1,845553354,Addams Family Values
6,225,1,845553381,Disclosure
6,587,1,845553381,Ghost
6,19,0,845553382,Ace Ventura: When Nature Calls
6,21,0,845553382,Get Shorty
6,539,1,845553426,Sleepless in Seattle
6,527,1,845553426,Schindler's List
6,32,1,845553426,Twelve Monkeys
6,357,1,845553457,Four Weddings and a Funeral
6,440,1,845553457,Dave
6,266,1,845553457,Legends of the Fall
6,160,1,845553457,Congo
6,432,1,845553489,City Slickers II: The Legend of Curly's Gold
6,435,1,845553489,Coneheads
6,2,1,845553522,Jumanji
6,474,1,845553522,In the Line of Fire
6,282,1,845553522,Nell
6,95,1,845553559,Broken Arrow
6,236,1,845553559,French Kiss
6,553,1,845553559,Tombstone
6,17,1,845553559,Sense and Sensibility
6,508,1,845553586,Philadelphia
6,151,1,845553586,Rob Roy
6,337,1,845553586,What's Eating Gilbert Grape
6,196,1,845553586,Species
6,186,1,845553619,Nine Months
6,736,1,845553619,Twister
6,252,1,845553619,I.Q.
6,204,1,845553619,Under Siege 2: Dark Territory
6,158,1,845553660,Casper
6,62,1,845553660,Mr. Holland's Opus
6,261,1,845553695,Little Women
6,168,1,845553695,First Knight
6,25,1,845553695,Leaving Las Vegas
6,368,1,845553726,Maverick
6,36,1,845553726,Dead Man Walking
6,256,1,845553726,Junior
6,6,1,845553757,Heat
6,333,1,845553757,Tommy Boy
6,224,1,845553794,Don Juan DeMarco
6,485,1,845553794,Last Action Hero
6,16,1,845553819,Casino
6,31,1,845553819,Dangerous Minds
6,497,1,845553819,Much Ado About Nothing
6,277,1,845553844,Miracle on 34th Street
6,520,1,845553844,Robin Hood: Men in Tights
6,608,1,845553844,Fargo
6,466,0,845553844,Hot Shots! Part Deux
6,22,1,845553875,Copycat
6,237,1,845553875,Forget Paris
6,163,1,845553907,Desperado
6,276,1,845553907,Milk Money
6,45,1,845553907,To Die For
6,181,1,845553938,Mighty Morphin Power Rangers: The Movie
6,5,1,845553938,Father of the Bride Part II
6,348,1,845553938,Bullets Over Broadway
6,342,1,845553938,Muriel's Wedding
6,145,1,845553966,Bad Boys
6,230,1,845553966,Dolores Claiborne
6,218,0,845553994,Boys on the Side
6,381,1,845553994,When a Man Loves a Woman
6,222,1,845554024,Circle of Friends
6,455,1,845554062,Free Willy
6,327,0,845554062,Tank Girl
6,475,1,845554099,In the Name of the Father
6,216,1,845554099,Billy Madison
6,540,1,845554099,Sliver
6,543,1,845554099,So I Married an Axe Murderer
6,596,1,845554141,Pinocchio
6,494,1,845554176,Executive Decision
6,234,0,845554176,Exit to Eden
6,257,1,845554176,Just Cause
6,532,1,845554224,Serial Mom
6,170,1,845554263,Hackers
6,7,1,845554264,Sabrina
6,3,1,845554296,Grumpier Old Men
6,383,1,845554320,Wyatt Earp
6,281,1,845554320,Nobody's Fool
6,104,1,845554349,Happy Gilmore
6,546,0,845554349,Super Mario Bros.
6,4,1,845554349,Waiting to Exhale
6,361,1,845554376,It Could Happen to You
6,267,1,845554376,Major Payne
6,24,1,845554397,Powder
6,382,1,845554397,Wolf
6,415,1,845554420,Another Stakeout
6,351,1,845554455,"Corrina, Corrina"
6,289,1,845554455,Only You
6,195,1,845554455,Something to Talk About
6,524,1,845554479,Rudy
6,174,1,845554479,Jury Duty
6,15,1,845554505,Cutthroat Island
6,489,1,845554505,Made in America
6,542,1,845554524,Son in Law
6,426,1,845554551,Body Snatchers
6,537,1,845554551,Sirens
6,490,1,845554584,Malice
6,93,1,845554584,Vampire in Brooklyn
6,802,1,845554584,Phenomenon
6,405,1,845554603,Highlander III: The Sorcerer
6,516,1,845554908,Renaissance Man
6,548,1,845554908,Terminal Velocity
6,177,1,845554931,Lord of Illusions
6,41,1,845554962,Richard III
6,416,1,845554962,Bad Girls
6,135,1,845554987,Down Periscope
6,159,1,845555006,Clockers
6,180,0,845555006,Mallrats
6,762,0,845555006,Striptease
6,450,1,845555024,With Honors
6,606,1,845555024,Candyman: Farewell to the Flesh
6,332,1,845555046,Village of the Damned
6,637,1,845555046,Sgt. Bilko
6,65,1,845555070,Bio-Dome
6,330,1,845555071,Tales from the Hood
6,360,1,845555094,I Love Trouble
6,445,1,845555124,Fatal Instinct
6,89,1,845555124,Nick of Time
6,274,1,845555151,Man of the House
6,100,1,845555151,City Hall
6,647,1,845555151,Courage Under Fire
6,66,1,845555151,Lawnmower Man 2: Beyond Cyberspace
6,493,1,845555172,Menace II Society
6,271,1,845555249,Losing Isaiah
6,709,1,845555249,Oliver & Company
6,358,1,845555265,Higher Learning
6,631,1,845555265,All Dogs Go to Heaven 2
6,460,1,845555281,Getting Even with Dad
6,8,1,845555281,Tom and Huck
